order_id,audit_date,week_number,country,state,city,address_type,pid,call_attempt,quality_of_validation,validation_status,defect_category,deepdive_attribute,gam_defect,grok_comment_defect,overall_audit,delivery_outcome,delivery_success,auditor,resolution_time_hrs
ORD14974,2026-04-18,16,US,NY,New York,Multi-Residential,USC5383233155,Yes,Deep Dive Defect - Wrong validation,Fail,Multi-Residential,Incorrect AT,Duplicate update,No GROK defect,Fail,Returned,0,Priya M,3.6
ORD12241,2026-04-18,16,Canada,FL,Toronto,Single-Residential,USC4971673515,Yes,Successful Validation,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Harini AB,0.0
ORD12327,2026-04-18,16,US,WA,Houston,Multi-Commercial,USC4998825926,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Riya Singh,0.0
ORD14618,2026-04-18,16,US,FL,Los Angeles,Single-Residential,USC5159507571,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Ganesh B,0.0
ORD12302,2026-04-18,16,US,WA,New York,Multi-Residential,USC5107684818,No,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Kiran Nukala,0.0
ORD10467,2026-04-18,16,US,AB,Charlotte,Single-Residential,USC4737755645,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Ganesh B,0.0
ORD12816,2026-04-18,16,Canada,BC,Philadelphia,Single-Residential,USC4972789272,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Harini AB,0.0
ORD13330,2026-04-18,16,US,GA,Los Angeles,Multi-Residential,USC4719425004,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Harini AB,0.0
ORD13540,2026-04-18,16,US,QC,Calgary,Single-Residential,USC5297993333,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Priya M,0.0
ORD13116,2026-04-18,16,US,IL,Calgary,Single-Residential,USC4863509875,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Harini AB,0.0
ORD13880,2026-04-18,16,US,QC,Atlanta,Multi-Residential,USC4738307992,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Ganesh B,0.0
ORD13772,2026-04-18,16,US,NY,Los Angeles,Multi-Residential,USC4922532620,Yes,Deep Dive Defect - Wrong validation,Fail,Multi-Residential,Incorrect AT,No GAM defect,No GROK defect,Fail,Delivered,1,Riya Singh,2.7
ORD10686,2026-04-18,16,US,ON,Calgary,Single-Commercial,USC5111391231,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Harini AB,0.0
ORD10682,2026-04-18,16,US,FL,Miami,Multi-Residential,USC5248579301,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Riya Singh,0.0
ORD14244,2026-04-18,16,US,IL,Calgary,Multi-Residential,USC5011399102,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Kiran Nukala,0.0
ORD13338,2026-04-18,16,Canada,TX,Atlanta,Single-Residential,USC5204064688,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Riya Singh,0.0
ORD10914,2026-04-18,16,US,NC,Philadelphia,Multi-Residential,USC5147865777,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Riya Singh,0.0
ORD13318,2026-04-18,16,US,ON,Philadelphia,Single-Residential,USC4848929271,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Harini AB,0.0
ORD10070,2026-04-18,16,US,ON,Vancouver,Single-Residential,USC5091697197,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Riya Singh,0.0
ORD14218,2026-04-18,16,Canada,CA,Columbus,Multi-Residential,USC4975693099,Yes,Deep Dive Defect - Wrong validation,Fail,Single-Commercial,Incorrect AB,No GAM defect,No GROK defect,Fail,Delivered,1,Riya Singh,0.6
ORD14910,2026-04-18,16,US,NC,Philadelphia,Multi-Residential,USC5207823603,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Harini AB,0.0
ORD11584,2026-04-18,16,US,TX,Columbus,Multi-Residential,USC5317168232,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Ganesh B,0.0
ORD12797,2026-04-18,16,US,WA,Chicago,Single-Residential,USC4869791978,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Riya Singh,0.0
ORD13825,2026-04-18,16,Canada,NY,Calgary,Single-Residential,USC5376416327,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Riya Singh,0.0
ORD11868,2026-04-18,16,Canada,CA,Montreal,Multi-Residential,USC5072976121,Yes,Deep Dive Defect - Wrong validation,Fail,Incorrect BH,Incorrect SP,No GAM defect,No GROK defect,Fail,Delivered,1,Kiran Nukala,4.7
ORD11123,2026-04-18,16,US,ON,Chicago,Single-Residential,USC4715244766,Non-Controllable,Successful Validation,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Harini AB,0.0
ORD13346,2026-04-18,16,Canada,BC,Chicago,Multi-Residential,USC4880959866,No,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Harini AB,0.0
ORD14003,2026-04-18,16,US,CA,Charlotte,Single-Commercial,USC5285657190,Non-Controllable,Correct Validation but incorrect GROK comment,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Riya Singh,0.0
ORD11972,2026-04-18,16,Canada,NY,Houston,Single-Residential,USC4709164574,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Riya Singh,0.0
ORD10816,2026-04-18,16,US,FL,Calgary,Single-Residential,USC4956165378,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Riya Singh,0.0
ORD10765,2026-04-18,16,US,NY,Houston,Mixed,USC5103875573,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Priya M,0.0
ORD12774,2026-04-18,16,US,FL,New York,Single-Residential,USC5275601375,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Priya M,0.0
ORD13700,2026-04-18,16,US,CA,Seattle,Single-Residential,USC5386236828,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Ganesh B,0.0
ORD11753,2026-04-18,16,US,NY,Edmonton,Multi-Residential,USC4894208377,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Kiran Nukala,0.0
ORD14887,2026-04-18,16,US,WA,New York,Single-Commercial,USC4831055731,Non-Controllable,Successful Validation,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Harini AB,0.0
ORD10109,2026-04-18,16,Canada,ON,Vancouver,Single-Commercial,USC4981647781,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Priya M,0.0
ORD11062,2026-04-18,16,US,CA,Calgary,Multi-Residential,USC4792478456,Non-Controllable,Deep Dive Defect - Wrong validation,Fail,Multi-Residential,Incorrect SP,No GAM defect,Entire comment wrong - wrong PID identification,Fail,Delivered,1,Priya M,2.5
ORD10728,2026-04-18,16,US,TX,Vancouver,Single-Commercial,USC5013907964,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Kiran Nukala,0.0
ORD13141,2026-04-18,16,Canada,BC,Vancouver,Single-Residential,USC5243332817,Non-Controllable,Correct Validation but incorrect GROK comment,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Kiran Nukala,0.0
ORD11338,2026-04-18,16,US,FL,Columbus,Multi-Residential,USC4794917382,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Ganesh B,0.0
ORD12763,2026-04-18,16,Canada,NY,Vancouver,Single-Residential,USC5257979955,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Harini AB,0.0
ORD13668,2026-04-18,16,US,AB,Charlotte,Single-Residential,USC4893363126,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Priya M,0.0
ORD14080,2026-04-18,16,US,PA,Charlotte,Mixed,USC5292258518,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Riya Singh,0.0
ORD13185,2026-04-18,16,Canada,TX,Edmonton,Mixed,USC5287984377,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Priya M,0.0
ORD13850,2026-04-18,16,US,AB,Miami,Single-Residential,USC4986698282,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Riya Singh,0.0
ORD12959,2026-04-18,16,US,FL,Charlotte,Single-Residential,USC4913265597,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Harini AB,0.0
ORD11138,2026-04-18,16,US,PA,Vancouver,Multi-Residential,USC5276766249,Yes,Deep Dive Defect - Wrong validation,Fail,Multi-Residential,Incorrect BH + AB,No GAM defect,No GROK defect,Fail,Returned,0,Riya Singh,2.9
ORD14471,2026-04-19,16,US,IL,Houston,Single-Commercial,USC5294301938,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Harini AB,0.0
ORD12192,2026-04-19,16,US,IL,Houston,Multi-Residential,USC4855228145,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Riya Singh,0.0
ORD14463,2026-04-19,16,US,NY,Montreal,Multi-Residential,USC5080903555,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Harini AB,0.0
ORD10916,2026-04-19,16,US,IL,Chicago,Multi-Residential,USC4966391821,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Riya Singh,0.0
ORD13982,2026-04-19,16,US,AB,Columbus,Single-Commercial,USC4972998343,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Ganesh B,0.0
ORD14459,2026-04-19,16,Canada,CA,Edmonton,Single-Residential,USC5141385268,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Returned,0,Ganesh B,0.0
ORD11054,2026-04-19,16,US,GA,Calgary,Single-Residential,USC4700745157,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Returned,0,Harini AB,0.0
ORD12176,2026-04-19,16,Canada,IL,Houston,Single-Residential,USC5216904718,Yes,Deep Dive Defect - Wrong validation,Fail,Single-Commercial,Incorrect AB,No GAM defect,No GROK defect,Fail,Delivered,1,Ganesh B,2.9
ORD13286,2026-04-19,16,US,ON,Atlanta,Multi-Residential,USC4996055053,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Kiran Nukala,0.0
ORD12106,2026-04-19,16,US,OH,Toronto,Multi-Residential,USC4710956901,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Ganesh B,0.0
ORD10905,2026-04-19,16,US,CA,Toronto,Multi-Residential,USC5239972189,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Kiran Nukala,0.0
ORD13291,2026-04-19,16,US,NY,Columbus,Single-Residential,USC4849743372,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Priya M,0.0
ORD12911,2026-04-19,16,Canada,TX,Chicago,Multi-Residential,USC5277716821,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Kiran Nukala,0.0
ORD11835,2026-04-19,16,US,AB,Seattle,Single-Residential,USC4833132559,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Riya Singh,0.0
ORD10056,2026-04-19,16,US,NC,Miami,Multi-Commercial,USC4973866634,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Harini AB,0.0
ORD11139,2026-04-19,16,US,NY,Chicago,Single-Residential,USC5204682196,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Riya Singh,0.0
ORD14904,2026-04-19,16,Canada,TX,Toronto,Single-Commercial,USC5055394883,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Ganesh B,0.0
ORD13875,2026-04-19,16,US,NY,New York,Multi-Commercial,USC5288175734,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Priya M,0.0
ORD10116,2026-04-19,16,Canada,WA,New York,Single-Commercial,USC4800686308,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Kiran Nukala,0.0
ORD12978,2026-04-19,16,US,NC,Charlotte,Single-Residential,USC5063941184,Non-Controllable,Successful Validation,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Harini AB,0.0
ORD14156,2026-04-19,16,US,NY,Columbus,Single-Residential,USC4759422545,Yes,Successful Validation,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Riya Singh,0.0
ORD11411,2026-04-19,16,US,NY,Chicago,Multi-Residential,USC5141499101,Non-Controllable,Successful Validation,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Priya M,0.0
ORD12189,2026-04-19,16,Canada,TX,Los Angeles,Single-Residential,USC5257976403,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Priya M,0.0
ORD14185,2026-04-19,16,US,GA,Seattle,Single-Residential,USC5037661284,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Kiran Nukala,0.0
ORD14597,2026-04-19,16,US,GA,Charlotte,Single-Residential,USC4753972621,Yes,Successful Validation,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Riya Singh,0.0
ORD12048,2026-04-19,16,US,NY,Columbus,Mixed,USC4921131694,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Ganesh B,0.0
ORD12583,2026-04-19,16,US,GA,Seattle,Single-Commercial,USC5296226063,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Priya M,0.0
ORD11263,2026-04-19,16,Canada,GA,Charlotte,Multi-Residential,USC4979098450,No,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Priya M,0.0
ORD13313,2026-04-19,16,Canada,BC,Charlotte,Multi-Commercial,USC5316001870,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Ganesh B,0.0
ORD10100,2026-04-19,16,US,NY,Houston,Single-Residential,USC4903231044,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Ganesh B,0.0
ORD11505,2026-04-19,16,US,AB,Columbus,Mixed,USC4967516406,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Harini AB,0.0
ORD11979,2026-04-19,16,US,CA,Charlotte,Single-Residential,USC5362269719,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Ganesh B,0.0
ORD13169,2026-04-19,16,US,NY,Calgary,Multi-Commercial,USC4987159096,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Kiran Nukala,0.0
ORD10263,2026-04-19,16,US,FL,Columbus,Single-Residential,USC4752097533,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Ganesh B,0.0
ORD12165,2026-04-19,16,US,FL,Houston,Single-Commercial,USC5010171232,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Riya Singh,0.0
ORD12568,2026-04-19,16,US,NY,Calgary,Single-Residential,USC5185426913,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Harini AB,0.0
ORD11729,2026-04-19,16,US,TX,Charlotte,Multi-Residential,USC5276322409,Non-Controllable,Successful Validation,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Kiran Nukala,0.0
ORD13707,2026-04-19,16,Canada,ON,Toronto,Multi-Commercial,USC5084004783,Yes,Successful Validation,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Harini AB,0.0
ORD12856,2026-04-19,16,US,QC,Montreal,Multi-Commercial,USC5046073903,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Riya Singh,0.0
ORD10525,2026-04-19,16,US,ON,Vancouver,Single-Commercial,USC4965327464,Non-Controllable,Successful Validation,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Priya M,0.0
ORD13133,2026-04-19,16,US,NY,Columbus,Single-Residential,USC5222848080,Non-Controllable,Successful Validation,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Harini AB,0.0
ORD10443,2026-04-19,16,US,TX,Charlotte,Single-Commercial,USC5386944624,No,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Riya Singh,0.0
ORD14430,2026-04-19,16,US,OH,Edmonton,Mixed,USC5203882623,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Priya M,0.0
ORD12602,2026-04-19,16,Canada,TX,Calgary,Single-Residential,USC5109851174,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Harini AB,0.0
ORD12795,2026-04-19,16,US,TX,Miami,Single-Residential,USC4925788570,Yes,Correct Validation but incorrect GROK comment,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Priya M,0.0
ORD10928,2026-04-19,16,Canada,ON,Charlotte,Single-Commercial,USC4941279540,No,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Ganesh B,0.0
ORD11785,2026-04-19,16,US,GA,Los Angeles,Multi-Commercial,USC5139881117,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Harini AB,0.0
ORD11586,2026-04-19,16,Canada,NY,Miami,Single-Commercial,USC4924197523,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Kiran Nukala,0.0
ORD10633,2026-04-19,16,US,NY,Miami,Single-Residential,USC4906596365,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Harini AB,0.0
ORD12926,2026-04-19,16,US,NY,Charlotte,Multi-Residential,USC5174453082,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Harini AB,0.0
ORD13516,2026-04-19,16,US,BC,Calgary,Single-Commercial,USC5337973646,Yes,Deep Dive Defect - Wrong validation,Fail,Mixed,Incorrect SP,No GAM defect,Entire comment wrong - wrong PID identification,Fail,Delivered,1,Kiran Nukala,5.0
ORD13254,2026-04-19,16,Canada,PA,Atlanta,Single-Residential,USC5168152562,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Harini AB,0.0
ORD10462,2026-04-19,16,US,BC,Philadelphia,Multi-Residential,USC4994247924,Non-Controllable,Correct Validation but incorrect GROK comment,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Kiran Nukala,0.0
ORD13079,2026-04-19,16,US,QC,Edmonton,Single-Residential,USC4905612744,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Priya M,0.0
ORD11928,2026-04-19,16,US,BC,Philadelphia,Multi-Residential,USC4719867327,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Riya Singh,0.0
ORD14056,2026-04-19,16,US,GA,Calgary,Multi-Commercial,USC5285747707,Non-Controllable,Successful Validation,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Kiran Nukala,0.0
ORD12060,2026-04-19,16,US,ON,Columbus,Single-Residential,USC4891598678,Yes,Deep Dive Defect leading to GAM Defect,Fail,Multi-Residential,Incorrect AT,No GAM defect,No GROK defect,Fail,Delivered,1,Priya M,0.6
ORD12812,2026-04-19,16,Canada,TX,Vancouver,Single-Residential,USC5232812161,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Harini AB,0.0
ORD10099,2026-04-19,16,Canada,NY,Montreal,Single-Residential,USC5117438108,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Riya Singh,0.0
ORD10299,2026-04-19,16,Canada,CA,Columbus,Multi-Residential,USC4764703062,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Priya M,0.0
ORD13486,2026-04-20,17,US,AB,Edmonton,Multi-Residential,USC4845689172,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Returned,0,Harini AB,0.0
ORD12886,2026-04-20,17,US,NY,Chicago,Multi-Residential,USC5243333538,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Harini AB,0.0
ORD12385,2026-04-20,17,US,CA,Los Angeles,Single-Residential,USC5023145747,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Harini AB,0.0
ORD13300,2026-04-20,17,US,NY,Los Angeles,Multi-Residential,USC4721247652,Yes,Successful Validation,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Priya M,0.0
ORD14368,2026-04-20,17,US,WA,Columbus,Single-Residential,USC4799077606,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Riya Singh,0.0
ORD12378,2026-04-20,17,US,GA,Charlotte,Mixed,USC5026428614,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Ganesh B,0.0
ORD13212,2026-04-20,17,US,WA,Vancouver,Single-Residential,USC5067412615,Yes,Successful Validation,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Priya M,0.0
ORD10255,2026-04-20,17,Canada,NY,Houston,Multi-Residential,USC5009795516,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Priya M,0.0
ORD11035,2026-04-20,17,US,OH,Edmonton,Single-Commercial,USC4906551237,No,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Priya M,0.0
ORD12292,2026-04-20,17,US,GA,Atlanta,Multi-Residential,USC4875002750,Yes,Successful Validation,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Riya Singh,0.0
ORD10138,2026-04-20,17,US,CA,Vancouver,Single-Residential,USC5269974867,Yes,Deep Dive Defect leading to GAM Defect,Fail,Multi-Residential,Incorrect SP,No GAM defect,Entire comment wrong - wrong PID identification,Fail,Delivered,1,Harini AB,3.2
ORD12265,2026-04-20,17,Canada,PA,Houston,Single-Residential,USC5008448238,Yes,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Kiran Nukala,0.0
ORD11245,2026-04-20,17,US,ON,Seattle,Single-Residential,USC5110341294,Non-Controllable,Correct Validation but not SV,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Harini AB,0.0
ORD14644,2026-04-20,17,US,WA,Seattle,Multi-Residential,USC4967209338,Yes,Successful Validation,Pass,No defect observed,No defect - no impact on GAM,No GAM defect,No GROK defect,Pass,Delivered,1,Ganesh B,0.0
